Ad?,Company Name,Stars,Phone Number,Yelp URL,Email,Street Address,City,State,ZIP,Exception,Company URL,Submission,Email Address
Natural,Myers Plastic Surgery,N/A,(936) 539-8115,http://yelp.com/biz/myers-plastic-surgery-conroe,,100 Medical Ctr BlvdSte 213,Conroe,TX,77304,,http://www.myersplasticsurgery.com/,,
Natural,Gill Plastic Surgery,N/A,(281) 853-5308,http://yelp.com/biz/gill-plastic-surgery-the-woodlands,,9200 Pinecroft DrSte 460,The Woodlands,TX,77380,,http://www.drpaulgill.com,,
Natural,Sadler Clinic,N/A,(281) 297-6400,http://yelp.com/biz/sadler-clinic-conroe-2,,508 Medical Center Blvd,Conroe,TX,77304,,http://www.sadler.com,,
Natural,Wuest W L PA,N/A,(936) 441-8855,http://yelp.com/biz/wuest-w-l-pa-conroe,,333 N Rivershire Dr Ste 240,Conroe,TX,77304,,http://www.drwuest.com,,
Natural,Rivela Lucian MD,N/A,(281) 681-3905,http://yelp.com/biz/rivela-lucian-md-spring,,9191 Pinecroft Dr Ste 150,Spring,TX,77380,,http://www.rivelaplasticsurgery.com,,
Natural,Lahiri Plastic Surgery,N/A,(281) 419-1123,http://yelp.com/biz/lahiri-plastic-surgery-shenandoah,,119 Vision Park Blvd,Shenandoah,TX,77384,,http://lahiriplasticsurgery.com,,
Natural,Bellaire Dermatology,3,(713) 661-4383,http://yelp.com/biz/bellaire-dermatology-bellaire-2,,6565 West Loop SSte 800,Bellaire,TX,77401,,http://bellairedermatology.com,,
Natural,Nuveau Medical Aesthetics,5,(713) 526-1220,http://yelp.com/biz/nuveau-medical-aesthetics-houston,,546 Waugh Dr,Houston,TX,77019,,http://www.nuveaumedspa.com,,
Natural,Gossip Boutique Day Spa,4.5,(832) 975-0724,http://yelp.com/biz/gossip-boutique-day-spa-richmond,,7417 W Grand Pkwy S,Richmond,TX,77407,,http://gossipboutiquespa.com,,
Natural,Secret Expressions Medical Spa,5,(281) 419-6711,http://yelp.com/biz/secret-expressions-medical-spa-the-woodlands,,26511 Interstate 45N,The Woodlands,TX,77380,,http://www.secretexpressionsmedspa.com,,
Natural,Vintage Wellness and Aesthetics Center,4,(281) 320-2888,http://yelp.com/biz/vintage-wellness-and-aesthetics-center-houston,,130 Vintage Park BlvdSte L,Houston,TX,77070,,http://www.vintagewellness.com/,,
Natural,DermaTouch RN,3,(281) 895-9090,http://yelp.com/biz/dermatouch-rn-houston,,13519 Hargrave Rd,Houston,TX,77070,,http://dermatouchrn.com,,
Natural,Mirror Mirror Beauty Boutique,5,(281) 810-9083,http://yelp.com/biz/mirror-mirror-beauty-boutique-houston,,4208 Richmond AveSte 100,Houston,TX,77027,,http://www.mirrormirrorhouston.com/,,
Natural,Accent On You Cosmetic Surgery & Medical Spa,5,(817) 417-7200,http://yelp.com/biz/accent-on-you-cosmetic-surgery-and-medical-spa-arlington,,3030 S Cooper St,Arlington,TX,76015,,http://www.accentonyou.com/,,
Natural,Farah Naz Khan - Khan Plastic Surgery,4,(214) 220-2712,http://yelp.com/biz/farah-naz-khan-khan-plastic-surgery-dallas,,2801 Lemmon Ave WSte 300,Dallas,TX,75204,,http://www.khanplasticsurgery.com,,
Natural,William P Adams,5,(214) 965-9885,http://yelp.com/biz/william-p-adams-university-park-dallas,,6901 Snider PlazaSte 120,University Park-Dallas,TX,75205,,http://www.dr-adams.com,,
Natural,American Institute For Plastic Surgery,4.5,(972) 543-2477,http://yelp.com/biz/american-institute-for-plastic-surgery-plano,,6020 W Plano Pkwy,Plano,TX,75093,,http://ai4ps.com,,
Natural,Ethridge Plastic Surgery,5,(817) 921-5566,http://yelp.com/biz/ethridge-plastic-surgery-fort-worth,,1622 8th AveSte 130,Fort Worth,TX,76104,,http://www.drethridge.com/,,
Natural,Hackney Plastic Surgery Center,4,(214) 346-9222,http://yelp.com/biz/hackney-plastic-surgery-center-dallas,,8315 Walnut Hill LnSuite 225,Dallas,TX,75231,,http://www.drhackney.net,,
Natural,"Paul G Pin, MD",5,(214) 827-2530,http://yelp.com/biz/paul-g-pin-md-dallas-2,,3600 Gaston AveSte 410,Dallas,TX,75246,,http://www.paulpinmd.com,,
Natural,Juvia Medspa,4,(817) 427-3700,http://yelp.com/biz/juvia-med-spa-colleyville-5,,4620 Colleyville Blvd,Colleyville,TX,76034,,http://www.juviamedspa.com,,
Natural,McCarty James R MD,4.5,(817) 920-9023,http://yelp.com/biz/mccarty-james-r-md-fort-worth,,4305 S Hulen St,Fort Worth,TX,76109,,http://swcosmetic.com,,
Natural,Dallas Rhinoplasty Center,5,(214) 369-8123,http://yelp.com/biz/dallas-rhinoplasty-center-dallas,,8144 Walnut Hill LnSte 170,Dallas,TX,75231,,http://www.rhinoplasty-usa.com/,,
Natural,"Scott E Kasden, MD",3.5,(817) 416-9980,http://yelp.com/biz/scott-e-kasden-md-southlake-2,,"Southlake Complete Skin Care1422 Main St, Ste 274",Southlake,TX,76092,,http://www.txplasticsurgeon.com,,
Natural,Tarrant Plastic Surgery,5,(817) 334-0030,http://yelp.com/biz/tarrant-plastic-surgery-fort-worth-3,,800 8th AveSte 240,Fort Worth,TX,76104,,http://www.tarrantplasticsurgery.com,,
Natural,Women_____â€°__Ñ_s Wellness Institute of Dallas,3.5,(214) 442-0055,http://yelp.com/biz/womens-wellness-institute-of-dallas-dallas-2,,9101 N Central ExpySte 550,Dallas,TX,75231,,http://www.womenswellnessinstitute.com/content/,,
Natural,Northern Texas Facial & Oral Surgery,5,(972) 401-8301,http://yelp.com/biz/northern-texas-facial-and-oral-surgery-irving,,440 W Interstate Hwy 635 Plz IISte 445,Irving,TX,75063,,http://ntfos.org,,
Natural,"Richard J Burkett, MD",5,(817) 473-6969,http://yelp.com/biz/richard-j-burkett-md-mansfield-2,,1770 E Broad StSte 100,Mansfield,TX,76063,,http://www.richardburkettmd.com/,,
Natural,"Forrest C Brown, MD",5,(972) 566-4537,http://yelp.com/biz/forrest-c-brown-md-dallas,,7777 Forest LnBldg C-828,Dallas,TX,75230,,http://www.drbrownskincare.com,,
Natural,Renaissance Plastic Surgery,3.5,(972) 378-3870,http://yelp.com/biz/renaissance-plastic-surgery-plano,,5880 Ashmill DrSte 200,Plano,TX,75024,,http://renaissanceplasticsurgerytx.com,,
Natural,"Ronald M Friedman, MD",5,(469) 467-0100,http://yelp.com/biz/ronald-m-friedman-md-plano,,6124 W Parker RdSte 232,Plano,TX,75093,,http://www.plasticsurgerydallas.com,,
Natural,Dermatology & Skin Surgery Institute of North Texas,5,(972) 712-5100,http://yelp.com/biz/dermatology-and-skin-surgery-institute-of-north-texas-frisco,,7044 Lebanon RdSte 102,Frisco,TX,75034,,http://www.dermntx.com,,
Natural,"Otoniel Huertas, MD",3.5,(972) 279-9000,http://yelp.com/biz/otoniel-huertas-md-dallas,,7557 Rambler RdSte 100,Dallas,TX,75231,,http://www.cosmeticgyncenter.com,,
Natural,"Robert __¥_µ__D Wilcox, MD",3,(972) 620-1700,http://yelp.com/biz/robert-d-wilcox-md-plano,,5316 W Plano Pkwy,Plano,TX,75093,,http://www.drwilcox.com,,
Natural,Cosmetic Procedures Clinic,3,(214) 631-5664,http://yelp.com/biz/cosmetic-procedures-clinic-dallas,,7929 Brookriver DrSte. 165,Dallas,TX,75247,,http://www.cosmeticproceduresclinic.com,,
Natural,"Medilaser, Cosmetic Surgery and Vein Center",5,(469) 362-8665,http://yelp.com/biz/medilaser-frisco-2,,3110 W Main St Ste 150,Frisco,TX,75033,,http://www.medilasersurgery.com/,,
Natural,Park Cities Plastic Surgery Clinic,3,(214) 692-6500,http://yelp.com/biz/park-cities-plastic-surgery-clinic-dallas,,3500 Oak Lawn AveSte 160,Dallas,TX,75219,,http://www.drliland.com,,
Natural,"Ricardo A Meade, MD",5,(214) 823-1691,http://yelp.com/biz/ricardo-a-meade-md-dallas,,9101 N Central ExpySte 600,Dallas,TX,75231,,http://www.doctormeade.com,,
Natural,"Gregory J Stagnone, MD",5,(972) 661-5077,http://yelp.com/biz/gregory-j-stagnone-md-dallas-3,,"Plastic Surgery Center of Dallas6190 Lyndon B Johnson Fwy, Ste 500",Dallas,TX,75240,,http://www.cosmeticsurgerydallas.com,,
Natural,"Cosmetic Surgical Center: Vasdev S. Rai, MD",3.5,(972) 392-3511,http://yelp.com/biz/vasdev-rai-md-dallas,,"7777 Forest Ln, Ste C612",Dallas,TX,75230,,http://www.drrai.net/,,
Natural,"David Genecov, MD",5,(972) 331-1910,http://yelp.com/biz/david-genecov-md-dallas,,11970 N Central ExpySte 270,Dallas,TX,75243,,http://www.genecovplasticsurgery.com/,,
Natural,Plano Aesthetics,4.5,(972) 985-8080,http://yelp.com/biz/plano-aesthetics-plano,,3108 Midway RdSte 102,Plano,TX,75093,,http://www.planoaesthetics.com,,
Natural,Beautiful Faces,5,(972) 608-0990,http://yelp.com/biz/beautiful-faces-plano,,3001 N Dallas PkwySte D,Plano,TX,75093,,http://beautifulfacesdallas.com,,
Natural,Dermatology Consultants,4.5,(972) 243-4530,http://yelp.com/biz/dermatology-consultants-dallas-2,,9 Medical Pkwy,Dallas,TX,75234,,http://www.dallasderm.com,,
Natural,"George A Wooming, MD",3,(972) 661-5476,http://yelp.com/biz/george-a-wooming-md-dallas-2,,12200 Park Central DrSte 220,Dallas,TX,75251,,http://drgeorgederm.com/,,
Natural,Advanced Facial Plastic Surgery Center,2.5,(972) 774-1777,http://yelp.com/biz/advanced-facial-plastic-surgery-center-dallas,,14755 Preston RdSte 110,Dallas,TX,75254,,http://www.advancedfacialplastic.com,,
Natural,"James W __¥_µ__Ward , MD",5,(817) 861-0505,http://yelp.com/biz/james-w-ward-md-arlington,,811 Interstate 20 WSte G10,Arlington,TX,76010,,http://www.jwwardmd.com/,,
Natural,TrueMD,5,(817) 399-8783,http://yelp.com/biz/true-md-colleyville,,5203 Heritage Ave,Colleyville,TX,76034,,http://www.truemd.com,,
Natural,Roberts Lynne J MD,5,(469) 232-9300,http://yelp.com/biz/roberts-lynne-j-md-dallas,,8144 Walnut Hill Ln Ste 360,Dallas,TX,75231,,http://www.lynnerobertsmd.com,,
Natural,Hair Restoration Institute of DFW,5,(817) 882-8288,http://yelp.com/biz/hair-restoration-institute-of-dfw-fort-worth,,1201 W Lancaster Ave,Fort Worth,TX,76102,,http://www.dfwhairloss.com,,
Natural,"Emily B McLaughlin, MD, FACS",5,(817) 870-4833,http://yelp.com/biz/emily-b-mclaughlin-md-facs-fort-worth,,1200 West Magnolia AvenueSuite 110,Fort Worth,TX,76104,,http://www.mclaughlinmd.com,,
Natural,"Ben J. Tittle, MD - Plastic Surgery of Texas",5,(469) 453-6967,http://yelp.com/biz/ben-j-tittle-md-plastic-surgery-of-texas-dallas,,10743 Preston Road,Dallas,TX,75230,,http://drtittle.com/,,
Natural,Sule Plastic Surgery,3,(972) 960-2950,http://yelp.com/biz/sule-plastic-surgery-dallas,,12221 Merit DrSte 1060,Dallas,TX,75251,,http://www.drsule.com,,
Natural,"Bradley Hubbard, MD",5,(214) 370-4813,http://yelp.com/biz/bradley-hubbard-md-dallas,,9101 N Central ExpySte 600,Dallas,TX,75231,,http://bradleyhubbardmd.com/,,
Natural,Contemporary Facial & Oral Surgery,4.5,(214) 572-8633,http://yelp.com/biz/contemporary-facial-and-oral-surgery-richardson,,3610 Shire Blvd.Ste 200,Richardson,TX,75082,,http://www.cfosurgery.com,,
Natural,"Michael A Bogdan, MD FACS",5,(817) 442-1236,http://yelp.com/biz/michael-a-bogdan-md-facs-southlake,,410 N Carroll AveSte 170,Southlake,TX,76092,,http://www.drmichaelbogdan.com,,
Natural,Texas Maxillofacial Surgery,5,(817) 431-9566,http://yelp.com/biz/texas-maxillofacial-surgery-keller-2,,1850 Keller PkwySte 102,Keller,TX,76248,,http://www.txmfs.com/,,
Natural,"John W Antonetti, MD",5,(972) 566-2010,http://yelp.com/biz/john-w-antonetti-md-dallas-2,,Clinique Dallas7777 Forest Ln,Dallas,TX,75230,,http://www.cliniquedallas.com/about-us/john-w-antonetti//,,
Natural,"David Crumpton, DDS",3,(817) 491-3344,http://yelp.com/biz/david-crumpton-dds-trophy-club,,301 Trophy Branch DrSte 100,Trophy Club,TX,76262,,http://www.davidcrumptondds.com/,,
Natural,About Face Medical Spa,5,(972) 387-0800,http://yelp.com/biz/about-face-medical-spa-dallas-3,,7557 Rambler RdSte 100,Dallas,TX,75231,,http://www.aboutfacedallas.com,,
Natural,DFW Plastic Surgery Associates,N/A,(817) 481-0868,http://yelp.com/biz/dfw-plastic-surgery-associates-grapevine,,1600 W College StSte 380,Grapevine,TX,76051,,http://www.robertbledsoemd.com/,,
Natural,"Lone Star Ear, Nose & Throat",5,(972) 691-0368,http://yelp.com/biz/lone-star-ear-nose-and-throat-flower-mound,,4320 Windsor Centre TrlSte 200,Flower Mound,TX,75028,,http://www.lonestarent.com/,,
Natural,Advanced Bariatric Surgery,N/A,(817) 342-0232,http://yelp.com/biz/advanced-bariatric-surgery-arlington,,1000 N  DavisSte B,Arlington,TX,76012,,http://mycompletetransformation.com,,
Natural,"Charles Slack, MD",5,(214) 495-6464,http://yelp.com/biz/charles-slack-md-allen,,"North Texas Plastic and Reconstructive Surgery1105 N Central Expy , Ste 370",Allen,TX,75013,,http://www.drslack.net,,
Natural,"Steve Byrd, MD",2,(214) 821-9662,http://yelp.com/biz/steve-byrd-md-dallas-5,,9101 N Central ExpySte 600,Dallas,TX,75231,,http://www.drstevebyrd.com,,
Natural,"David E Morales, MD",N/A,(214) 827-8407,http://yelp.com/biz/david-e-morales-md-dallas,,3409 Worth StSte 630,Dallas,TX,75246,,http://www.davidmoralesmd.com,,
Natural,"David S Alkek, MD",3.5,(214) 691-6999,http://yelp.com/biz/david-s-alkek-md-dallas,,"Dermatology Associates of Dallas7150 Greenville Ave, Ste 100",Dallas,TX,75231,,http://www.alkek.com,,
Natural,"Kien Tran, MD, PhD",1,(972) 475-5300,http://yelp.com/biz/kien-tran-md-phd-rowlett,,6800 Heritage PkwySte 100A,Rowlett,TX,75088,,http://www.libertydermatology.com,,
Natural,"Ramsey J Choucair, MD",3,(214) 390-0011,http://yelp.com/biz/ramsey-j-choucair-md-dallas,,9301 N Ctrl ExpySte 551,Dallas,TX,75231,,http://www.drchoucair.com,,
Natural,Lipton Stuart MD,3.5,(972) 420-0023,http://yelp.com/biz/lipton-stuart-md-lewisville,,591 W Main St,Lewisville,TX,75057,,http://www.drlipton.com,,
Natural,"Warren J. Katz, MD, Associated",N/A,(972) 239-7005,http://yelp.com/biz/warren-j-katz-md-associated-dallas,,6200 LBJ FreewaySuite 110,Dallas,TX,75240,,http://www.warrenjkatzmd.com/,,
Natural,Scott D. Lauer DO PA,N/A,(817) 812-3044,http://yelp.com/biz/scott-d-lauer-do-pa-grapevine,,210 N Park BlvdSte 105,Grapevine,TX,76051,,http://www.SDLdopa.com,,
Natural,Southlake Plastic Surgery PA,5,(817) 442-8900,http://yelp.com/biz/southlake-plastic-surgery-pa-southlake,,900 E Southlake BlvdSte 100,Southlake,TX,76092,,http://www.southlakeplasticsurgery.com,,
Natural,"Kiran Polavarapu, MD",N/A,(817) 615-8576,http://yelp.com/biz/kiran-polavarapu-md-burleson,,12001 S FreewaySte 110,Burleson,TX,76028,,http://www.polavplasticsurgery.com,,
Natural,North Texas Plastic Surgery,N/A,(817) 416-8080,http://yelp.com/biz/north-texas-plastic-surgery-southlake,,415 E Southlake BlvdSte 202,Southlake,TX,76092,,http://www.northtexasplasticsurgery.com/,,
Natural,AndroSmart,N/A,(214) 382-2659,http://yelp.com/biz/androsmart-irving-2,,1110 Cottonwood LnSte 110,Irving,TX,75038,,http://www.androsmart.com/,,
Natural,"Anthony Tran, MD, FACS, PA",N/A,(817) 467-5081,http://yelp.com/biz/anthony-tran-md-facs-pa-arlington,,3300 Matlock Rd,Arlington,TX,76015,,http://www.atranmd.com,,
Natural,Dr. Dobson,N/A,(972) 660-3188,http://yelp.com/biz/dr-dobson-grand-prairie,,647 South Great Southwest Parkway,Grand Prairie,TX,75051,,http://www.dfwcosmeticsurgery.com,,
Natural,Jeffrey D Hopkins M.D.,1,(972) 298-6641,http://yelp.com/biz/jeffrey-d-hopkins-dds-md-dallas,,3450 W Wheatland Rd,Dallas,TX,75237,,http://www.drjhopkins.com,,
Natural,Arlington Plastic Surgery,N/A,(817) 468-7000,http://yelp.com/biz/arlington-plastic-surgery-arlington,,400 W Arbrook BlvdSte 331,Arlington,TX,76014,,http://arlingtonplasticsurgerypa.com,,
Natural,Mansfield Cosmetic Surgery Center,5,(817) 477-9000,http://yelp.com/biz/mansfield-cosmetic-surgery-center-mansfield,,550 N Walnut Creek DrSte 120,Mansfield,TX,76063,,http://www.mansfieldcosmeticsurgery.com,,
Natural,Lam Facial Plastic Surgery,N/A,(972) 312-8188,http://yelp.com/biz/lam-facial-plastic-surgery-plano,,6101 Chapel Hill BlvdSte 101,Plano,TX,75093,,http://www.lamfacialplastics.com,,
Natural,Paragon Plastic Surgery & Med Spa,N/A,(817) 473-2120,http://yelp.com/biz/paragon-plastic-surgery-and-med-spa-mansfield,,1101 Matlock Rd,Mansfield,TX,76063,,http://www.markbisharamd.com/,,
Natural,"David L Rasmussen, MD",N/A,(817) 469-1163,http://yelp.com/biz/david-l-rasmussen-md-arlington,,1017 W Randol Mill Rd,Arlington,TX,76012,,http://www.arlingtoncosmeticsurgery.com,,
Natural,DFW Skin Surgery Center,1,(817) 303-6647,http://yelp.com/biz/dfw-skin-surgery-center-arlington-2,,1115 W Randol Mill RdSte 200,Arlington,TX,76012,,http://www.dfwskinsurgery.com,,
Natural,"George A. Toledo, MD",2,(214) 363-4444,http://yelp.com/biz/george-a-toledo-md-dallas,,6110 Sherry Ln,Dallas,TX,75225,,http://www.toledoplasticsurgery.com/,,
Natural,"Watumull Denton, MD",N/A,(972) 470-5000,http://yelp.com/biz/watumull-denton-md-richardson-2,,3201 E George Bush HwySte 101,Richardson,TX,75082,,http://www.create-beauty.com/,,
Natural,Regional Plastic Surgery Center,N/A,(972) 401-0867,http://yelp.com/biz/regional-plastic-surgery-center-irving-2,,6750 N MacArthur BlvdSte 257,Irving,TX,75039,,http://www.create-beauty.com,,
Natural,"Cheryl White, MD, PhD",N/A,(972) 251-2000,http://yelp.com/biz/cheryl-white-md-phd-irving,,400 W Lyndon B JohnsonSte 350,Irving,TX,75063,,http://www.baylorhealth.com/PhysiciansLocations/physfind/Pages/Physician.aspx?pid=11138800,,
Natural,Setty Plastic Surgery,5,(214) 842-6960,http://yelp.com/biz/setty-plastic-surgery-mckinney-3,,175 Ridge RdSte 200,McKinney,TX,75070,,http://www.settyplastics.com,,
Natural,"Jeffrey M Kenkel, MD FACS",5,(214) 645-2353,http://yelp.com/biz/jeffrey-m-kenkel-md-facs-dallas,,Outpatient Building1801 Inwood Rd,Dallas,TX,75390,,http://www.drkenkel.com,,
Natural,"Stephanie Beidler Teotia , MD",5,(214) 823-9652,http://yelp.com/biz/stephanie-beidler-teotia-md-dallas,,4231 Cedar Springs Rd,Dallas,TX,75219,,http://drstephanieteotia.com,,
Natural,Frisco Plastic Surgery & Medspa,N/A,(972) 334-0400,http://yelp.com/biz/frisco-plastic-surgery-and-medspa-frisco,,6898 Lebanon RdSte 120,Frisco,TX,75034,,http://www.kensmartmd.com,,
Natural,DR Medical Tourism,N/A,(800) 810-4885,http://yelp.com/biz/dr-medical-tourism-dallas,,,Dallas,TX,,,http://www.drmedicaltourism.com/,,
Natural,"Frederick C Lester, MD, FACS",N/A,(214) 821-6580,http://yelp.com/biz/frederick-c-lester-md-facs-dallas,,3600 Gaston AveSte 751,Dallas,TX,75246,,http://www.drfredlester.com,,
Natural,"Lisa Fairweather, DO",N/A,(817) 283-4304,http://yelp.com/biz/lisa-fairweather-do-colleyville,,4016 Gateway DrSte 120,Colleyville,TX,76034,,http://www.beautifullyrefreshed.me,,
Natural,"Sam T Hamra, MD",N/A,(214) 754-9001,http://yelp.com/biz/sam-t-hamra-md-dallas,,4131 N Central ExpySte 950,Dallas,TX,75204,,http://www.drhamra.com/,,
Natural,Innovations Facial Plastic Surgery,5,(972) 608-0100,http://yelp.com/biz/innovations-facial-plastic-surgery-plano,,6545 Preston RdSte 200,Plano,TX,75024,,http://innovationsfps.com,,
Natural,Aiken Mayan Plastic Surgeon Dallas,N/A,(982) 541-7415,http://yelp.com/biz/aiken-mayan-plastic-surgeon-dallas-dallas,,5733 Goliad Ave,Dallas,TX,75206,,http://aiken-mayan-plastic-surgeon-dallas.blogspot.com,,
Natural,"Sam Jejurikar M.D., Dallas Plastic Surgery Institute",N/A,(214) 827-2814,http://yelp.com/biz/sam-jejurikar-md-dallas,,9101 N Central Expy #600,Dallas,TX,75231,,http://dallasplasticsurgery.pro,,
Natural,Bryan S Armijo M.D.,5,(214) 540-1434,http://yelp.com/biz/bryan-s-armijo-m-d-dallas,,9101 N. Central ExpySte 600,Dallas,TX,75231,,http://www.bryanarmijomd.com,,
Natural,Dallas Healthy Aging Institute,5,(214) 559-4325,http://yelp.com/biz/dallas-healthy-aging-institute-dallas,,9101 N Central ExpySte 560,Dallas,TX,75231,,http://www.dhaclinic.com/,,
Natural,"Louis L Strock, MD PA",5,(817) 335-1616,http://yelp.com/biz/louis-l-strock-md-pa-fort-worth-2,,800 8th AveSte 606,Fort Worth,TX,76104,,http://www.drstrock.com,,
Natural,Innovations Medical,1,(214) 420-7970,http://yelp.com/biz/innovations-medical-dallas,,12660 Coit RdSte 100,Dallas,TX,75251,,http://www.InnovationsMedical.com,,
Natural,"Jason K Potter MD, DDS",1,(214) 540-1420,http://yelp.com/biz/jason-k-potter-md-dds-dallas-2,,9101 N Central ExpySte 600,Dallas,TX,75231,,http://www.drjasonpotter.com,,
Natural,Mark L Mazow MD,5,(972) 566-2020,http://yelp.com/biz/mark-l-mazow-md-dallas,,7777 Forest LnSte C710,Dallas,TX,75230,,http://www.drmarkmazow.com,,
Natural,Matthew J Trovato MD,N/A,(214) 827-2873,http://yelp.com/biz/matthew-j-trovato-md-dallas,,9101 N Central ExpySte 600,Dallas,TX,75231,,http://www.drmjtrovato.com,,
Natural,Park Cities Fillers,N/A,(214) 823-1978,http://yelp.com/biz/park-cities-fillers-dallas,,9101 N Central ExpySte 600,Dallas,TX,75231,,http://parkcitiesfillers.com/,,
Natural,"Walter D Gracia, MD, PA",5,(817) 336-9450,http://yelp.com/biz/walter-d-gracia-md-pa-fort-worth,,1204 5th Ave,Fort Worth,TX,76104,,http://www.graciaplasticsurgeon.com/,,
Natural,"Kelly R Kunkel, MD, PA",N/A,(817) 335-5200,http://yelp.com/biz/kelly-r-kunkel-md-pa-fort-worth,,1830 8th Ave,Fort Worth,TX,76110,,http://www.kunkelplasticsurgery.com,,
Natural,MP Plastic Surgery,N/A,(817) 529-9199,http://yelp.com/biz/mp-plastic-surgery-fort-worth,,800 8th AveSte 206,Fort Worth,TX,76104,,http://www.mpplasticsurgery.com,,
Natural,"Jonathan Heistein, MD",N/A,(817) 820-0000,http://yelp.com/biz/jonathan-heistein-md-fort-worth-2,,800 8th AveSte 240,Fort Worth,TX,76104,,http://www.drheistein.com,,
